Name,Number_of_Ratings,Rating,Longitude,Latitude,Category
بوفية,29.0,3.2,46.8826439,24.5739159,restaurants
"Shawarma Yoosh , Yoosh Fast food",118.0,3.8,46.6485478,24.5918286,restaurants
قهوة سكملة,102.0,4.6,46.6555574,24.7215996,restaurants
Burger King - Riyadh Boulevard World,63.0,4.4,46.5983341,24.776766,restaurants
بوفية المذاق الفاخر,62.0,4.0,46.666404,24.73789499999999,restaurants
اطباق التنور,48.0,4.3,46.75019349999999,24.627493,restaurants
مطاعم ديرتي,563.0,4.3,46.7614329,24.5854365,restaurants
SWL | سويل,170.0,4.1,46.5928275,24.6530492,restaurants
مطعم صحن دسمان,375.0,4.5,46.68765489999999,24.7691877,restaurants
مطابخ نجد العذيه,77.0,4.6,46.90071040000001,24.8118816,restaurants
فطيرة بابل,151.0,4.1,46.79293639999999,24.5612181,restaurants
Give me five,5312.0,4.6,46.6598047,24.8316144,restaurants
Blue Garage,27.0,4.4,46.6488082,24.76644989999999,restaurants
شكن | CHKN,92.0,3.5,46.6789067,24.7915504,restaurants
Lorenzo Pizza | لورينزو بيتزا,129.0,4.3,46.82768039999999,24.7413715,restaurants
مطعم آسيوي,23.0,4.6,46.68160200000001,24.7841969,restaurants
Restaurant,384.0,3.6,46.74570970000001,24.6176824,restaurants
Subway,178.0,3.4,46.64682,24.858586,restaurants
Wrapz,10.0,4.1,46.797207,24.8170247,restaurants
مطعم ومطبخ نفر لحم - الشيف شهوان,1418.0,4.3,46.782826,24.6972286,restaurants
O burger cloud k1,41.0,3.9,46.6819509,24.7874649,restaurants
الملحق النموذجي,19.0,4.4,46.70528909999999,24.7640282,restaurants
سيخ العجائب,68.0,4.5,46.7742276,24.7089727,restaurants
Kudu - Al Jazirah,1599.0,3.8,46.793524,24.684543,restaurants
BANDER’S POTATO بندر بطاطا,17.0,4.4,46.5984228,24.7760784,restaurants
Shohda female restaurant,116.0,3.6,46.8197608,24.7824992,restaurants
Top Bun,93.0,3.5,46.7332529,24.8411075,restaurants
Entrecôte Café de Paris,2155.0,4.6,46.6034802,24.7600267,restaurants
FitHouse,554.0,3.7,46.7822596,24.7975983,restaurants
Al Bukhari Restaurant,405.0,3.8,46.7146423,24.6386142,restaurants
Pulet Resturant - بوليه,14.0,4.7,46.74598149999999,24.7545175,restaurants
فوال ومطبق شركة مطاعم أربانا,29.0,3.9,46.8365719,24.7123842,restaurants
فوال روائع مأرب,61.0,4.8,46.6379005,24.4880809,restaurants
Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,241.0,4.1,46.6905555,24.5419368,restaurants
McDonald's,168.0,2.7,46.78346880000001,24.667069,restaurants
مطغم,966.0,4.0,46.8250075,24.8483795,restaurants
مطعم بيكنت بيك الهندي Piquant Pick Indian Restaurant,3193.0,4.4,46.7173598,24.758432,restaurants
Potato Corner,16.0,3.9,46.7038125,24.6638125,restaurants
Kutlet,175.0,3.2,46.6440744,24.7700742,restaurants
عصير طازجه,94.0,4.2,46.7196879,24.6379331,restaurants
Foul and Falafel Alnakhil,188.0,3.6,46.682883,24.84794359999999,restaurants
Beef Bar Deli,98.0,2.8,46.6414505,24.7609022,restaurants
Laundry MBC -4,39.0,3.7,46.84963750000001,24.6134952,restaurants
شاورما اللؤلؤة - الملقا,195.0,4.2,46.6261763,24.8015525,restaurants
روزاليا واقيو برجر Rosalia wagyu Burger B2,166.0,4.5,46.6062023,24.69398399999999,restaurants
Pakistani Indian Bangladeshi restaurant,18.0,4.5,46.69231229999999,24.7906638,restaurants
مطعم زاد الطيبات,477.0,4.0,46.6291416,24.77831489999999,restaurants
شاورما جواد الخير,42.0,4.0,46.6956982,24.7113308,restaurants
ULB‏,1075.0,4.0,46.6564078,24.5685266,restaurants
مطعم تحابيش الفيوم,1197.0,4.1,46.724354,24.619287,restaurants
مطعم و لاونج 20مليون,92.0,4.9,46.6873197,24.7866021,restaurants
Baba Ganouj Resturant,2199.0,4.0,46.6891168,24.58444249999999,restaurants
شكة و تكه,51.0,4.7,46.7494136,24.6203673,restaurants
فول وفلافل منيفة عبدالله طراح,75.0,3.8,46.7970658,24.7632641,restaurants
Voile Taif nip and tuck,61.0,3.2,46.7037975,24.7951993,restaurants
Subway,362.0,3.8,46.65616,24.608884,restaurants
هوانا,22.0,4.1,46.6774643,24.6852995,restaurants
مطاعم شواية المستقبل فرع رقم ١,505.0,3.8,46.804461,24.76525220000001,restaurants
Caveman Food,454.0,4.0,46.6828387,24.7855693,restaurants
تسالي الرحاب 3 🍔🍟,48.0,4.7,46.8493615,24.7388345,restaurants
Bakeries and sweets taste Sham,21.0,4.0,46.89773319999999,24.8056901,restaurants
Home,11.0,3.1,46.7676753,24.8201486,restaurants
دايت كوتش,38.0,4.6,46.83075379999999,24.7119429,restaurants
مطبخ لمه,56.0,4.5,46.6851098,24.7792413,restaurants
سايد دال 1923 SAID DAL Solitaire,50.0,4.5,46.6519189,24.8007387,restaurants
ALAFRAH RESTAURANT,953.0,4.5,46.78500140000001,24.8183765,restaurants
Domino's دومينوز,50.0,3.2,46.62343750000001,24.5888125,restaurants
مطعم خليج الكبسة البخاري,44.0,3.0,46.7982265,24.8133343,restaurants
Scott's,396.0,4.6,46.6252019,24.66713919999999,restaurants
كبدة و فلفل,1424.0,4.7,46.69619609999999,24.5474818,restaurants
طبق دال,10.0,4.2,46.6526461,24.5420405,restaurants
Sushi Library The View Mall,2358.0,4.7,46.72926409999999,24.6965391,restaurants
Bolbol,477.0,4.1,46.60909769999999,24.8375036,restaurants
Cloudy kitchen,29.0,4.1,46.6833202,24.7846565,restaurants
KFC,552.0,4.3,46.740626,24.8010193,restaurants
سكلنس,245.0,4.7,46.7016725,24.6453155,restaurants
كبدة وفلفل,731.0,4.9,46.68892400000001,24.6534727,restaurants
بيتزا اكسبريس Pizza express,161.0,4.4,46.82352520000001,24.7781925,restaurants
Nahj indian restaurant,35.0,3.6,46.9886018,24.9435639,restaurants
Latha And Lammah Grape Leaves,62.0,4.1,46.7130394,24.5576013,restaurants
بوفية ابو مدهش,12.0,4.1,46.7095621,24.6336332,restaurants
مركز ذهب الشام للحوم,12.0,3.4,46.6195234,24.5954941,restaurants
VIP Lounge Restaurant,744.0,4.3,46.6587565,24.7900712,restaurants
كوتشينا دي ياس,1314.0,4.8,46.6764481,24.7529623,restaurants
مطاعم وقت الحمام,816.0,4.5,46.8116985,24.83364509999999,restaurants
قرص مها,129.0,4.9,46.780703,24.8496333,restaurants
سليق فـ المخ,26.0,4.6,46.6344735,24.8809508,restaurants
فوال غوار الطائف,29.0,4.3,46.6863177,24.5311758,restaurants
Buffet el Mawaed Al Fakhera,1595.0,4.3,46.6698397,24.73942599999999,restaurants
Herfy,830.0,3.4,46.7541531,24.8143589,restaurants
مطعم زمزم البلاد البخاري,281.0,3.8,46.6166399,24.777637,restaurants
فلافل وفطيرة صيف الشام,447.0,4.2,46.62232909999999,24.4865215,restaurants
مطعم التنور الفخاري,1101.0,3.7,46.8437995,24.7282911,restaurants
Best Life Restaurant مطعم أطيب عيش,44.0,4.6,46.7682876,24.6434569,restaurants
Apri,152.0,4.4,46.6037723,24.7659347,restaurants
Papa Johns,426.0,4.0,46.71404390000001,24.7584877,restaurants
Oh ok,26.0,4.3,46.65435799999999,24.7931917,restaurants
Burger Grind,55.0,4.7,46.72827040000001,24.8231815,restaurants
Tacoville,374.0,4.5,46.7141473,24.7642446,restaurants
مطاعم سمرقند لتقديم الوجبات,161.0,3.9,46.6625164,24.8688768,restaurants
بيتزا الافضل,28.0,4.4,46.7953975,24.5567945,restaurants
مطعم ركن موشان,528.0,4.0,46.748408,24.612406,restaurants
مطعم المنال الماسي,40.0,3.3,46.7441341,24.60705879999999,restaurants
Maward Restaurant,7507.0,4.3,46.65651749999999,24.8238656,restaurants
برجر مشوى,50.0,3.5,46.8470969,24.69788059999999,restaurants
Saj restaurant (Al Mukhtar),4265.0,4.1,46.8178631,24.7608676,restaurants
Jar,4428.0,4.3,46.63979250000001,24.8274836,restaurants
تكو | TIKO,38.0,4.0,46.75728309999999,24.844931,restaurants
مضغوط نكهة نجدية,192.0,4.0,46.7884208,24.8408642,restaurants
محاشي فرحات للأكلات المصرية,419.0,4.2,46.64822330000001,24.6892655,restaurants
Crate Salad,288.0,4.5,46.6106967,24.814648,restaurants
Domino's Pizza,707.0,4.0,46.7120532,24.6549372,restaurants
مطعم كواتم الجزيرة,26.0,4.0,46.67009819999999,24.5251339,restaurants
Pizza Inn - بيتــــزا إن,26.0,4.4,46.61478059999999,24.6008634,restaurants
مطعم رمان وتوت للاكلات المصريه,172.0,3.9,46.86018139999999,24.6110513,restaurants
Nostimo,696.0,4.4,46.77405719999999,24.7089186,restaurants
LFT,281.0,4.7,46.6451533,24.7313917,restaurants
Herfy,778.0,3.5,46.7810783,24.8181095,restaurants
"Waqtah , فطور وقته",287.0,4.4,46.6539568,24.7730033,restaurants
Maestro Pizza,811.0,3.8,46.8159105,24.7247971,restaurants
أسماك سنارة الجواد fresh fish,18.0,4.4,46.64823699999999,24.5750038,restaurants
شاورما البرج,261.0,4.2,46.6465317,24.5820153,restaurants
Falafel Pie,1217.0,3.7,46.74854510000001,24.8403955,restaurants
اطايب الأسماك للمأكولات البحرية,1198.0,4.0,46.7013562,24.6451675,restaurants
Perfetta.sa,28.0,4.8,46.6512742,24.70273959999999,restaurants
منتو بلس | للأكلات الحجازية,21.0,4.9,46.6063409,24.5772989,restaurants
فوال صاج الكبدة,143.0,4.0,46.657628,24.75652179999999,restaurants
Sultan Delight Burger,195.0,3.8,46.5948125,24.8180625,restaurants
Touches Burger & Pizza,58.0,3.9,46.7459122,24.6168717,restaurants
مطعم بيت برستد البحيرة. فرع 2,128.0,4.0,46.7782419,24.555865,restaurants
Bangladeshi Restaurant I হাসেম বদ্দার হোটেল,206.0,4.2,46.7068673,24.5323759,restaurants
بوفية,10.0,3.6,46.8351382,24.73121829999999,restaurants
Shawarmer | شاورمر,1522.0,3.9,46.6477292,24.5956027,restaurants
مطبخ سعف (طلبات خارجية فقط),584.0,4.1,46.65722689999999,24.854969,restaurants
SHIRO,307.0,4.7,46.638051,24.8719327,restaurants
Treehouse Cafe - Alrabie District,537.0,3.9,46.64867659999999,24.7896916,restaurants
Baba g restaurant,33.0,4.4,46.8323166,24.6594895,restaurants
Maestro Pizza,240.0,3.6,46.6467816,24.8582581,restaurants
Kitchen Park - Suwaidi,275.0,3.7,46.6702972,24.588991,restaurants
بوفية المنهل,99.0,3.7,46.6991921,24.6112834,restaurants
KFC,2869.0,3.8,46.6741323,24.7611389,restaurants
بيتزا المقرمشات الذهبية,45.0,3.7,46.8347007,24.8155,restaurants
Mosaique موزاييك,394.0,4.5,46.6351836,24.7389358,restaurants
Taj Buffet,175.0,3.8,46.68473499999999,24.558142,restaurants
مرحبا شيف,20.0,5.0,46.7022974,24.5527148,restaurants
فوال خواطر الطائف,1150.0,4.6,46.79477859999999,24.5645157,restaurants
Pizza Hut,395.0,3.5,46.6232197,24.5891246,restaurants
Subway,23.0,2.7,46.7119375,24.9420625,restaurants
مطبخ صحراء الربع الخالي للولائم والمناسبات,207.0,4.1,46.7756766,24.5933273,restaurants
Carbone Riyadh,614.0,4.3,46.6530464,24.7837525,restaurants
ثري تايمز,23.0,4.5,46.77542819999999,24.6856632,restaurants
بوفية تسالي,44.0,3.8,46.7839681,24.7895108,restaurants
مطعم كبده وجبن,67.0,4.3,46.6418135,24.8091194,restaurants
McDonald's,1832.0,3.8,46.60643499999999,24.693768,restaurants
Azal,115.0,3.4,46.6785565,24.7426605,restaurants
Shawrma Alaistiqlal - شاورما الإستقلال,116.0,3.7,46.66121299999999,24.5242772,restaurants
Thirty Nine salad,76.0,4.5,46.6486191,24.7337721,restaurants
بليلة ليلى,10.0,4.2,46.7152871,24.78034569999999,restaurants
بيت الورد مطعم ولاونج,473.0,4.0,46.6635625,24.54218749999999,restaurants
Alkhafeef خفايف,40.0,3.6,46.7660687,24.7902546,restaurants
Kudu - Al Aarid,609.0,4.1,46.6162056,24.8744124,restaurants
بوفية,30.0,3.8,46.7237774,24.6473619,restaurants
Toul Al Nahar طول النهار,34.0,4.8,46.70298679999999,24.7108997,restaurants
شاورما وعصيرات حصّة,12.0,3.4,46.6545894,24.6084793,restaurants
بيتزا وعصائر ترف,58.0,4.0,46.82110889999999,24.7806186,restaurants
Burgeration برجريشن,351.0,3.6,46.6565625,24.8238125,restaurants
بروستد ركن الكتكوت,360.0,3.7,46.7538865,24.82339439999999,restaurants
كِذا بطاطس و كذا,134.0,4.5,46.7504372,24.6071921,restaurants
الأمل للوجبات السريعة,48.0,3.2,46.72992399999999,24.645794,restaurants
shrimp nation‎,6718.0,4.3,46.63933099999999,24.7533038,restaurants
ভাই বন্ধু রেষ্টুরেন্টে,38.0,4.7,46.79114089999999,24.7576722,restaurants
TOM TOM,586.0,3.8,46.7771964,24.7112574,restaurants
LAND OF SPICE RESTAURANT NEPALI - INDIAN FOOD,31.0,5.0,46.80517659999999,24.7239337,restaurants
بوفية ريوق الموائد,285.0,4.1,46.6313427,24.79141720000001,restaurants
Rosalia Wagyu Burger B14 روزاليا واقيو برجر,35.0,4.5,46.66825429999999,24.674373,restaurants
Eggnore,124.0,4.1,46.7838361,24.7149473,restaurants
Mareez,398.0,3.7,46.757258,24.7450129,restaurants
Amo Hamza Seafood Restaurant,4278.0,3.4,46.670329,24.76704040000001,restaurants
Shalimar Restaurant,2659.0,4.2,46.67766049999999,24.7445498,restaurants
برجر مشوی,38.0,3.5,46.6190253,24.5587891,restaurants
شيز Sheese,92.0,4.3,46.7775091,24.8152759,restaurants
مطعم البخاري,93.0,3.7,46.7632056,24.8385477,restaurants
عالم الخلية,13.0,4.6,46.78392579999999,24.7055746,restaurants
Komboz - كومبوز,20.0,4.6,46.6819833,24.7875033,restaurants
HOT PIZZA,330.0,4.5,46.80604109999999,24.7035932,restaurants
مطعم بدر البخاري,131.0,3.8,46.6075005,24.74167010000001,restaurants
Alroon Restaurant,778.0,3.6,46.8280942,24.5748929,restaurants
فلفلة الشروق,322.0,4.0,46.7761771,24.5735929,restaurants
اكلات حجازية للمنتو واليغمش,446.0,4.1,46.6424375,24.8183125,restaurants
بوفية بدر للوجبات السريعة,29.0,4.1,46.8632509,24.8054669,restaurants
Off-White Al-Nafel,14204.0,4.2,46.6660834,24.7762024,restaurants
مطعم الأكلة الرائعة,43.0,3.9,46.7178188,24.5580771,restaurants
ساين برجر Sign Burger,5166.0,4.6,46.7794153,24.6728139,restaurants
فوال زاوية المصيف.,15.0,4.0,46.7627577,24.6953078,restaurants
Lugaimat Buthaina Sweets,416.0,3.9,46.808302,24.767654,restaurants
Kudu - The View Mall,114.0,3.6,46.72865820000001,24.6953911,restaurants
Alsaddah Restaurants,2361.0,4.1,46.6267249,24.800049,restaurants
Shawarmer | شاورمر,2090.0,3.8,46.6972128,24.7979991,restaurants
حاشي باشا | فرع الحزم,1412.0,3.7,46.6607879,24.54070070000001,restaurants
Kudu - Eirad Plaza Mall,2031.0,3.8,46.717744,24.7601287,restaurants
بطاطس وبليلة بدر,11.0,5.0,46.7276605,24.8150052,restaurants
ملحمة حواشي البادية | مغلق نهائي,19.0,4.8,46.8543668,24.6791449,restaurants
مطعم نفر كبدة,861.0,4.1,46.6945047,24.675728,restaurants
ألذ مقلوبة,1746.0,4.6,46.8294928,24.8494776,restaurants
فول و فلافل وارب,126.0,3.5,46.72259340000001,24.6698019,restaurants
بوفية تسالي الدمى الجائعة,19.0,4.3,46.8913484,24.7979181,restaurants
BRGR 1983,935.0,4.7,46.66767350000001,24.8131884,restaurants
Mendi Majed,2172.0,3.9,46.7322537,24.79613429999999,restaurants
Maestro Pizza,983.0,4.0,46.7786495,24.7029117,restaurants
أسماك العشرين,511.0,4.1,46.7233159,24.6055894,restaurants
Hataba,164.0,4.3,46.7784451,24.7412667,restaurants
مطعم حتة اسكندراني,385.0,4.4,46.80975309999999,24.7411166,restaurants
دوار السعادة,417.0,4.4,46.809216,24.7643049,restaurants
Burger mashwi,92.0,4.1,46.76633739999999,24.8147592,restaurants
Makbous Express مكبوس اكسبرس,962.0,4.3,46.65003429999999,24.8225757,restaurants
AlBaik restaurant,1684.0,3.8,46.8570495,24.5545857,restaurants
Sadik Restaurant,10.0,3.4,46.84589260000001,24.6129924,restaurants
فلافل فرن عرفه,36.0,3.5,46.79425699999999,24.5573952,restaurants
Burger and roast potatoes,2334.0,4.1,46.7144452,24.7585995,restaurants
Slider House,3192.0,4.2,46.64203359999999,24.7982273,restaurants
Oregano Pizzeria,865.0,4.0,46.6929453,24.8058548,restaurants
Sheikh Al-Mandi Restaurant,2208.0,3.5,46.70186499999999,24.693749,restaurants
Subway,93.0,3.1,46.67980499999999,24.836018,restaurants
MEXIKA,42.0,3.9,46.77613030000001,24.7459568,restaurants
Al Watan Sweets,186.0,4.1,46.62361050000001,24.7663381,restaurants
"Operation Falafel, Al Nazha",5410.0,4.6,46.7165413,24.7593919,restaurants
بوفيه، پاکستانی ہوٹل، पाकिस्तानी होटल,133.0,4.3,46.6370487,24.5789596,restaurants
مطعم سلامة,74.0,3.7,46.72464850000001,24.6194976,restaurants
Maqloba | مقلوبة,29.0,4.0,46.7103746,24.9414374,restaurants
Welcome Cafe,67.0,4.3,46.724125,24.6396681,restaurants
Crust Corner - كرست كورنر,83.0,4.2,46.60631759999999,24.6939795,restaurants
بوفية شطيرة وشاي,34.0,4.3,46.6156193,24.6008074,restaurants
Saj Express,24.0,4.0,46.7306923,24.7805893,restaurants
Siraj restaurant,1354.0,3.9,46.6333972,24.7764799,restaurants
Pakistani Bofia,609.0,4.0,46.7453245,24.7935353,restaurants
بوفية غصن الطهاة لتقديم الوجبات,13.0,5.0,46.6294299,24.4978804,restaurants
Peshawar Amber Restaurent,220.0,4.0,46.7129013,24.6667926,restaurants
شاورما اسطا مهند,79.0,3.7,46.631414,24.7912954,restaurants
بوفية أكلات شعبية,10.0,4.8,46.7409833,24.639466,restaurants
Najoom Alarab Restaurant,862.0,4.0,46.7246312,24.60014749999999,restaurants
مطعم ريش الحمامة,411.0,3.9,46.90284399999999,24.5240212,restaurants
شباك تسعون,23.0,4.9,46.6019718,24.595651,restaurants
Cheese,778.0,4.2,46.6241045,24.5667978,restaurants
منتو ويغمش سنابل الحجاز فرع الندوة,1023.0,4.7,46.8680545,24.7931289,restaurants
جادة الشام,19.0,4.7,46.7689987,24.7868368,restaurants
Dough House مطعم بيت العجينة,51.0,3.9,46.7999332,24.82226529999999,restaurants
مطعم زاد الفطيرة,78.0,3.6,46.6608641,24.7578714,restaurants
Kudu - Al Sheikh Jaber,1153.0,3.8,46.7991822,24.8232969,restaurants
smkna seafood,280.0,4.9,46.67764479999999,24.7324834,restaurants
Abo Faisal,334.0,4.4,46.7786231,24.77399579999999,restaurants
باكيت | بروست - برجر,246.0,4.1,46.6053989,24.8325891,restaurants
Falla,2786.0,4.6,46.7282428,24.8262394,restaurants
بوفية تسالي,51.0,4.0,46.7145222,24.5865346,restaurants
شكشوك,387.0,4.0,46.66070759999999,24.76546990000001,restaurants
عصيري My Juice,87.0,4.2,46.6629701,24.7086736,restaurants
شاورما أصيلة asilah shawarma,460.0,4.0,46.7458562,24.8307437,restaurants
مطعم مذاق المستقبل البخاري,35.0,2.7,46.6512591,24.8282575,restaurants
شركة نبض العاصمة لتقديم الوجبات,14.0,3.5,46.6046906,24.5755019,restaurants
Fit House,75.0,3.9,46.63746899999999,24.7415757,restaurants
ثمر الفلافل الشامية,68.0,4.1,46.72333199999999,24.6091557,restaurants
Ahmad Saeed Restaurant,194.0,4.0,46.7517879,24.6041668,restaurants
Usta asim,1728.0,4.7,46.7883223,24.7218862,restaurants
Bread And Salt Restaurant,1322.0,4.1,46.6824498,24.7670452,restaurants
مطعم ورده الخرطوم,48.0,4.0,46.7162598,24.6250015,restaurants
Lorenzo Pizza | لورينزو بيتزا,185.0,4.1,46.6840169,24.686918,restaurants
Slider House,2603.0,4.6,46.69770150000001,24.7723132,restaurants
بليلة مشبب,146.0,4.8,46.74176789999999,24.7915038,restaurants
Sage & Sirloin Lounge,220.0,4.6,46.6260521,24.8089122,restaurants
بوفية,54.0,3.5,46.7144928,24.6010284,restaurants
The 365,165.0,4.6,46.71817739999999,24.8082179,restaurants
Indian Valley Restaurant,1755.0,3.7,46.613558,24.5703014,restaurants
Sho sho,392.0,4.2,46.61405249999999,24.7688064,restaurants
LABEAUTE LOUNGE,911.0,3.8,46.6616258,24.8255601,restaurants
بوفية شبوة,140.0,3.9,46.7460529,24.6312271,restaurants
مطعم صبوح اليمن,1330.0,4.1,46.776894,24.814386,restaurants
roll.khi,706.0,4.0,46.71183379999999,24.6819976,restaurants
مطاعم الوجبات المصرية,16.0,4.8,46.84845170000001,24.7229384,restaurants
Domino's Pizza,160.0,3.7,46.6095202,24.7533334,restaurants
Subway,59.0,3.9,46.6360691,24.7286149,restaurants
بوفية ركن المستقبل,205.0,4.0,46.6568189,24.57435929999999,restaurants
بوفية الاحمدية,113.0,3.5,46.60613050000001,24.6299794,restaurants
سمك الجمعة,59.0,4.5,46.65746869999999,24.5824208,restaurants
مطعم صياد القروش للمأكولات البحرية,243.0,4.8,46.6637671,24.5730177,restaurants
شاورما أصيلة Asilah shawarma,347.0,4.2,46.63893969999999,24.5978462,restaurants
KFC,196.0,4.4,46.7600573,24.7677244,restaurants
Naz Bukhari Restaurant,664.0,3.9,46.8495551,24.6877803,restaurants
بروستد ركن الكتكوت,575.0,3.7,46.81772469999999,24.768325,restaurants
McDonald's,4847.0,3.8,46.63336999999999,24.790196,restaurants
BOGA Superfood,1756.0,3.9,46.7042661,24.7054398,restaurants
Pakistani Umdha TuL Bukhari restaurant,67.0,3.7,47.0687503,24.976146,restaurants
فرايز ستيشن,47.0,4.7,46.6061858,24.72806,restaurants
Canton,259.0,4.1,46.6705012,24.8081976,restaurants
MALABAR INN,33.0,3.8,46.8858747,24.53600400000001,restaurants
Domino's Pizza,356.0,3.9,46.7760887,24.7459358,restaurants
Dar Mubarak,4375.0,4.4,46.649632,24.8021851,restaurants
مشويات ريم دمشق,493.0,4.2,46.76624629999999,24.7311099,restaurants
Madhina Restaurant,88.0,3.8,46.6929105,24.6299955,restaurants
كيلو مشوي للمشويات,107.0,4.1,46.693478,24.57035680000001,restaurants
بوفية جيهان السعادة,13.0,4.0,46.791446,24.57000429999999,restaurants
McDonald’s,1190.0,3.7,46.61781199999999,24.77525,restaurants
FIT COMBO,106.0,4.6,46.6043785,24.7416927,restaurants
صب واي,78.0,3.6,46.62324510000001,24.5890955,restaurants
Yokari,708.0,4.2,46.6835542,24.6978109,restaurants
AL Hayat Restaurant,390.0,4.0,46.7063617,24.6726137,restaurants
Slider Corner,54.0,3.6,46.72322059999999,24.7619441,restaurants
Tortilla and snacks,50.0,4.2,46.73281569999999,24.7953116,restaurants
نيافا ¦ بوفية وتسالي,134.0,4.6,46.7581611,24.8040571,restaurants
ماكدونالدز,55.0,2.0,46.6959054,24.6823621,restaurants
Burger King - King Abdullah Park,16.0,3.9,46.737142,24.666206,restaurants
Cook tok - كوك توك,293.0,4.8,46.70083689999999,24.6731752,restaurants
Classic Indian Restaurant,1944.0,4.0,46.717226,24.6400018,restaurants
U. P. Restaurant,18.0,4.1,46.71965910000001,24.6353323,restaurants
الأسماك الطازجة,56.0,3.7,46.8324955,24.726757,restaurants
مطعم العائله الشامية,405.0,3.7,46.68027019999999,24.7265493,restaurants
Amaly,2653.0,3.8,46.6596639,24.7668249,restaurants
City Fresh Kitchen,41.0,4.3,46.8054276,24.79340479999999,restaurants
Lorenzo Pizza | لورينزو بيتزا,198.0,4.2,46.6893165,24.546635,restaurants
فوال زاد البلاد,39.0,4.3,46.8278312,24.7805386,restaurants
Pizzaratti,1065.0,4.1,46.7589035,24.6894149,restaurants
Indian Island,6438.0,3.8,46.7803841,24.7254181,restaurants
Shawarma Jalila,4014.0,3.7,46.7589727,24.7460485,restaurants
پاکستانی عرفات ہوٹل,13.0,4.9,46.64732290000001,24.5744212,restaurants
شاورما حمدان Shawarma Hamdan,989.0,4.7,46.7091065,24.7553644,restaurants
كوخ الكشري,865.0,4.2,46.7603089,24.8079118,restaurants
Shebbak Beirut - Al Malga - شباك بيروت,212.0,4.0,46.603264,24.8014533,restaurants
About burger - اباوت برجر,984.0,4.6,46.60221970000001,24.8020271,restaurants
Al Bahsaly Palace Restaurant,2893.0,3.5,46.6680503,24.7299877,restaurants
OKAI,96.0,4.4,46.7596193,24.6896572,restaurants
المحيط الذهبي للمثلوثة,835.0,3.7,46.8273442,24.5738855,restaurants
مطعم اكلنا غير,259.0,3.7,46.6364245,24.5725779,restaurants
خذلك فلافل,11.0,4.3,46.7072772,24.6514691,restaurants
كرك غلام,385.0,3.4,46.6511764,24.8215039,restaurants
Falafel Liver and Bean,395.0,4.0,46.7108733,24.6924195,restaurants
مطعم البخاري,56.0,3.8,46.60096859999999,24.5620503,restaurants
بيتزا ترف,156.0,4.1,46.7579319,24.5824168,restaurants
"Kudu - Al Maizilah, Riyadh",272.0,3.9,46.8313864,24.7796097,restaurants
شواية الشروق,1059.0,4.1,46.77489050000001,24.5619368,restaurants
بوفيه يوم المزاج,23.0,4.2,46.8889031,24.55372359999999,restaurants
مطعم بنتاستك Buntastic,74.0,4.4,46.6892386,24.8139824,restaurants
مطعم الريف السوداني,40.0,4.4,46.7297941,24.6170589,restaurants
فلافل تهاني الشام,803.0,4.2,46.6409815,24.8059472,restaurants
Shawarma Classic | شاورما كلاسك,1317.0,4.1,46.7778415,24.5872505,restaurants
Sweet Date,1636.0,3.5,46.7303205,24.7872952,restaurants
فوال فن الجره,140.0,4.3,46.6106914,24.89398690000001,restaurants
FireGrill,232.0,3.8,46.7915758,24.7164222,restaurants
Mirzas Fast Food,150.0,3.7,46.7123175,24.66861,restaurants
مطعم هوا الشام,42.0,5.0,46.7042439,24.79551660000001,restaurants
McDonald's,4429.0,3.7,46.729723,24.776524,restaurants
Burger Story,70.0,4.4,46.7979375,24.6250625,restaurants
شباتي مع كرك,532.0,3.6,46.6677855,24.7385176,restaurants
الذ حلويات من بلو سويت - bluesweet,16.0,5.0,46.75021580000001,24.8250977,restaurants
Saudi Fisheries Company,503.0,3.8,46.7426325,24.7947361,restaurants
فوال فهد بن عبد الله بن محمد الحبيش,13.0,3.5,46.60502880000001,24.5779223,restaurants
Pizza Hut,276.0,3.7,46.7618128,24.5870641,restaurants
الب | ULB‏,368.0,4.2,46.7066963,24.76680670000001,restaurants
HALA BURGER,1780.0,4.4,46.6536842,24.7724186,restaurants
بوفية قوس الشراع للوجبات السريعه,30.0,3.6,46.7117207,24.5893412,restaurants
Al Romansiah,12858.0,4.2,46.6353217,24.7836748,restaurants
Zghotta,13.0,3.9,46.6509007,24.5752164,restaurants
Ketchin and restaurant Wadi Alain,526.0,4.0,46.7782018,24.5881741,restaurants
Royal Flip Burger - رويال فلب برقر,11.0,4.6,46.6274924,24.7978868,restaurants
Black Barn,4081.0,4.0,46.7230882,24.7622167,restaurants
وجبات السريعة بشاورى جيلي كباب,29.0,3.8,46.71039090000001,24.6787836,restaurants
مطبخ أم سليمان,10.0,4.9,46.6642234,24.7332571,restaurants
Catch22,6796.0,4.8,46.71612559999999,24.7645755,restaurants
Herfy,1112.0,3.7,46.79204689999999,24.8025125,restaurants
Sign Burger,16458.0,4.2,46.6508183,24.8213796,restaurants
Pasta Delizia,223.0,3.4,46.6831378,24.6664492,restaurants
Yasmin Restaurant,84.0,4.1,46.84705909999999,24.6135442,restaurants
Deep Fries,2838.0,4.7,46.74922399999999,24.577486,restaurants
Cloud Kitchen Clan,143.0,4.0,46.7790718,24.7404536,restaurants
